url,code,kind,note
http://www.bakwan-goreng.com/GooWebmail/MailGoo/GooWebmail/webmail,0,unknown,error
http://service-client-netflix.mixh.jp/,0,unknown,error
https://customer-satisfaction-survey-amazon.hoveymanor.com/,0,unknown,error
http://a2zksa.com/HUENDHDI/28349283HYE0/index.html,500,unknown,http_500
https://entry11-bk-mufg-ufj-nicos-group.hoveymanor.com/,0,unknown,error
https://iforgot.manage.support.mail-protect05.me/IDMSWebAuth?appIdKey=,0,unknown,error
https://iforgot.manage.support.mail-protect05.me/98HP98KL-HE03LS67,0,unknown,error
http://gg.gg/cttz1,0,unknown,error
http://security-docomo.com/,0,unknown,error
https://host-revesting.mixh.jp/vp/pp6a/cf098f/safe/homesecure.php,0,unknown,error
https://appleid.apple.com.documents.page-details.com/Login.php?sslchannel=true&sessionid=,0,unknown,error
http://mydocomo-payment.com/,0,unknown,error
https://appleid.apple.com.documents.page-details.com/5f604a2fe6ccafd4f7ff2b7297070135,0,unknown,error
https://account.login.information.info-ideas.com/_,0,unknown,error
https://iforgot.support.manage.account.lookoutroom.com/_,0,unknown,error
http://seazoo.info/xxxhots1-support-bankofamerica.com/,0,unknown,error
https://iforgot.manage.support.managesupportserviceauths.com/_,0,unknown,error
http://www.account.nthl.mixh.jp/gb-en/signin/signin.php,0,unknown,error
http://seazoo.info/xxxhots1-support-bankofamerica.com/7b150b8e9e27ce4b6ce0dfe387b77f9e/,0,unknown,error
http://seazoo.info/xxxhots1-support-bankofamerica.com/78fb62d9d92965bb7a7fda2416ee004a/step1.php,0,unknown,error
https://host-revesting.mixh.jp/vp/pp6a/cf098f/activity.warning.php,0,unknown,error
http://meanagelmtd-priv8.com/?bukanmaling,0,unknown,error
http://www.mydocomo-smt-supports.com,0,unknown,error
https://www.rieslinglaunch.com/wp-content/Validation3/,0,unknown,error
http://dv10.hentaiwonderland.com/,0,unknown,error
http://smbc-jp.pl/,0,unknown,error
http://qq.hentaiwonderland.com/,0,unknown,error
http://go2l.ink/1vhf,404,unknown,http_404
https://security-amazon-co-jp.3dsecure-arcis.jp/,0,unknown,error
http://ballastbrokers.co.za/5survey.html,404,unknown,http_404
http://www.asmzaon-looko.com/,0,unknown,error
http://ballastbrokers.co.za/4survey.html,404,unknown,http_404
https://serv6.kentungbaik.com/webapps/,0,unknown,error
http://ballastbrokers.co.za/1survey.html,404,unknown,http_404
https://lnkd.in/gPJs7YG,0,unknown,error
https://jpios-apple-com-a2faf4da6a044ab80e11eb105f42ed3c.com-l3if6fdjbp3.icu/?unlocked_account,0,unknown,error
https://jpios-apple-com-a2faf4da6a044ab80e11eb105f42ed3c.com-l3if6fdjbp3.icu/Manage.php,0,unknown,error
https://apple.com-en.secure1websure.managerapps93287.req-view.net/_,0,unknown,error
https://jp-myappleuser.servehttp.com/?sopote,0,unknown,error
https://jp-myappleuser.servehttp.com/account/,0,unknown,error
https://d.pr/CyfQX4,404,unknown,http_404
https://drw.sh/hsiehe,0,unknown,error
http://5647.hentaiwonderland.com/,0,unknown,error
http://5647.hentaiwonderland.com/63c3ddcc7b23daa1e42dc41f9a44a873/,0,unknown,error
http://5647.hentaiwonderland.com/63c3ddcc7b23daa1e42dc41f9a44a873/signin.php?country=JP-Japan&lang=en,0,unknown,error
http://go2l.ink/80jta,404,unknown,http_404
https://www.line-linelingshenmeshia-jp.cn/,0,unknown,error
https://smbc-co-jp-sumitomo-mitsui.ccetelecom.ca/,0,unknown,error
http://gh12.hentaiwonderland.com/,0,unknown,error
https://www.paramountacademy.edu.np/g/tokyo.ac.jp.htm,404,unknown,http_404
https://dtr.fi/7U3fg,0,unknown,error
http://webtelstra.heteml.net/N_v1/Netflix581/,0,unknown,error
http://mipreferredpartner.com/vendor/jquery/azddd/confirmation2018/,0,unknown,error
http://crossfitinhyderabad.com/term.html,0,unknown,error
https://applieid.applie-lnc.net/,0,unknown,error
https://www.paramountacademy.edu.np/1/tohoku.ac.jp.htm,404,unknown,http_404
https://teamitcomputers.com/js/link.php,404,unknown,http_404
http://a0267855.xsph.ru/update-required/netflix/Login/update_card/,400,unknown,http_400
http://www.igk.com/smbc.html,403,unknown,http_403
https://appleinfo-gblgsia.soloplayergan.com/?ajgsia,0,unknown,error
https://applef6c49b3e31a0c6728957f.signin-app.xn--tckwe/,0,unknown,error
https://teamitcomputers.com/php,404,unknown,http_404
https://appleafe36c49b3e31a0c6728957fdf4.alogin.xn--tckwe/,0,unknown,error
https://appleafe36c49b3e31a0c6728957fdf4.alogin.xn--tckwe/Page.php?sslEnabled=true&appldKey=&path=/signin/?referrer=/account/manage,0,unknown,error
http://receive.repository-pamasendo.org/,0,unknown,error
http://www.igk.com/2smbc.html,403,unknown,http_403
https://applid-applecidhelp.servegame.com/referral-worldwide/?reset,0,unknown,error
https://applid-applecidhelp.servegame.com/referral-worldwide/account/?view=classic&appIdKey=&country=JP,0,unknown,error
https://www.raja-fashions.com/data/support.php?ID=,404,unknown,http_404
http://go2l.ink/1viT,404,unknown,http_404
https://appleid.apple.com.cancelation-payments.page/?report_page,0,unknown,error
https://da.gd/hjg1C?K8ORH1V6S,404,unknown,http_404
https://teamapple-infojp.serveirc.com/?16shop,0,unknown,error
https://teamapple-infojp.serveirc.com/manage/?view=login&appIdKey=&country=JP,0,unknown,error
https://madisart.com/jap.php,0,unknown,error
http://www.amaszon-ioosloo.com/,0,unknown,error
http://www.amaszon-ioosloo.com/652cf38361a209088302ba2b8b7f51e0/signin.php,0,unknown,error
https://kenneyconwell.com/sitedemo/auth/renew/subscription/login/=true/sign-on-successful/c2c2a04512b35d13102459f8784f1a2d/signin.php,404,unknown,http_404
http://rakuten-cards-service.info/,0,unknown,error
http://www.neilcrawfordroofing.co.uk/nimo9090.html,0,unknown,error
http://japanahna.com/jp/xppl/,0,unknown,error
http://allexamsgk.com/wp-defaut/SB/red.php,0,unknown,error
http://www.good-infos.com/Amazon/account/my/49ef08ad6e7f26d7f200e1b2b9e6e4ac/signin.php?country=GB-United%20Kingdom&lang=en,0,unknown,error
https://d.pr/cPX0DZ,404,unknown,http_404
https://serv1d-ce0felace-l0g.emekaryanto.com/?code=073N3B0TO7,0,unknown,error
http://178.128.75.182/7ol7/,0,unknown,error
http://ugdcec-cagliari.it/modules/comment/JP-JP/,0,unknown,error
https://redirect.withj.business/,0,unknown,error
https://secure2.de24b5571deaea7cf4b2a5c0.recover.xn--tckwe/,0,unknown,error
https://xn--id-zb4axila5esc1e1f9bvhzd4a6fe.trak-tare.org/,0,unknown,error
http://www.amaozon-prime.com/,0,unknown,error
http://www.amaozon-prime.com/a4d41b834ea903526373a9a1ae2ac66e/signin.php,0,unknown,error
https://redirect.trak-tare.org/,0,unknown,error
https://x.co/6ndIk,404,unknown,http_404
http://reset4.gateway-infoupdate2id.com/,0,unknown,error
https://myappsacountser.serveirc.com/Auths,0,unknown,error
https://appleid.apple.com-supports-information-account.info/?jp77,0,unknown,error
https://appleid.apple.com-supports-information-account.info/account/?view=login&appIdKey=&country=JP,0,unknown,error
https://account2your-updtedata-iappinconfirmation.inkame.com/?jp007ink,0,unknown,error
http://go2l.ink/filter,404,unknown,http_404
http://178.128.75.182/1uh8/,0,unknown,error
http://pin4.repository-area2secureid.com/?auth-id=,0,unknown,error
https://ctmusicscene.com/AEF84773E25599F15E2FC090935A31E4.html,404,unknown,http_404
http://a0269219.xsph.ru/prodshot/softbank/method/fabrique/softbank/,400,unknown,http_400
http://x.co/6ndL8,404,unknown,http_404
http://217.61.4.137/vf.php,0,unknown,error
https://servid-cl0ud-ver.acs.redireekyooman.com/?recoveryteam,0,unknown,error
https://servid-cl0ud-ver.acs.redireekyooman.com/account/?view=login&appIdKey=fd799babe8c6ac3&country=JP,0,unknown,error
http://x.co/6ndzI,404,unknown,http_404
https://www.woodpeckerbd.com/107830183723333/IYTHEBSJLA982/?ui=,404,unknown,http_404
https://s.id/apple-order,404,unknown,http_404
https://appleid-order.herokuapp.com/AppleIDLogin?AccessID=&SecureToken=,404,unknown,http_404
https://u9112870.ct.sendgrid.net/wf/click?upn=TXRSo-2BDeAVuvhmnNcuhcorgVgBRnjwCAV5u36uUVd90-3D_3TdspU2Q0KR4boWA4ouc0W9nJP9vTomsU0udYSlKhbGTD4BnZ1iHBol0RxjFOqApUjhDMt-2FOEbaCPIPIJoLjYqJEnCDu5KmgvxQ0i01idrDhsUZw8hLYehG-2BRnWeVloICEQ-2FvqXJTDV-2B6xwvzw1Tte2VvAgEyWpvy44dETGPXTpjiZvBUYSvO9-2F2O6yLYNrUq5-2Fars3MOcHEmincOl1Ofw-3D-3D,400,unknown,http_400
https://appleid-order.herokuapp.com/,404,unknown,http_404
http://myplace.frontier.com/~Rmmanore/jp/,404,unknown,http_404
http://sant.in.ua//components/com_jcee/js/japonissa/,0,unknown,error
https://u9112870.ct.sendgrid.net/wf/click?upn=TXRSo-2BDeAVuvhmnNcuhcorgVgBRnjwCAV5u36uUVd90-3D_VN9BMqJjmZ9xxFwajwMw1Ghw8AJYni4ZZSbFK1yCnLA9L-2FmOy1UiB-2Bo8Yc4n7iOixYttK9n8xrC9pZMd4BAtIoagR2yNE8E-2FGRYzC7Cu6pw5M6sWdO26YrbS8GOLbFmFoc-2BR0mFusws17FLhmB-2FtLES6yDWMY4ThcqsIPm-2BCWD0v4HizsqOyipz0rXvH8R3UVfekSnGX57cJ6RRVK32yZlDBDgLLr7rjlsgBt-2Bm9fQo-3D,400,unknown,http_400
http://ahocam.com/wp-includes/js/swfupload/plugins/abonne/bn/,403,unknown,http_403
http://k-snow.com/cgi-bin/updown2/data/banana/customer_center/Secure172/myaccount/signin/?country.x=us&locale.x=en_us,404,unknown,http_404
http://k-snow.com/cgi-bin/updown2/data/banana/customer_center/Secure843/myaccount/signin/?country.x=US&locale.x=en_US,404,unknown,http_404
http://k-snow.com/cgi-bin/updown2/data/banana/customer_center/Secure421/myaccount/signin/?country.x=US&locale.x=en_US,404,unknown,http_404
http://chrysalis.co.in/wp-content/uploads/et_temp/saysamazone.html,403,unknown,http_403
http://reset-service-appleid-apple.com,0,unknown,error
http://nttdocomo-user.com/,0,unknown,error
https://www.uqfactory.com/files/images/New/gb-en/signin/signin.php,0,unknown,error
https://fansreisocnooffionedirshaer.appspot.com/ocxiz/,404,unknown,http_404
https://jp-mfu-amazon-customer-survey.ccetelecom.ca/,0,unknown,error
http://inariworkdomen.ru/in9/at_at.spardat.netbanking.php,0,unknown,error
http://inariworkdomen.ru/in9/hk_hk.com.hsbc.hsbchkmobilebanking.php,0,unknown,error
https://redirect.allowanceconscience.com/,0,unknown,error
http://www.igk.com/1new.html,403,unknown,http_403
http://www.igk.com/2new.html,403,unknown,http_403
https://xn--id-zb4axila5esc1e1f9bvhzd4a6fe.allowanceconscience.com/,0,unknown,error
https://accounts-manageinform.lappinc.jp/?77jpnam,0,unknown,error
http://reset9.3reset-area.com/?auth-id=,0,unknown,error
https://xn--id-zb4axila5esc1e1f9bvhzd4a6fe.withj.business/,0,unknown,error
http://www.japanet.pl,0,unknown,error
http://www.japanet.pl/loginPhone.php,0,unknown,error
https://163.44.69.153/wp-content/gonow.php,0,unknown,error
http://x.co/6ne8o,404,unknown,http_404
http://japanet.pl,0,unknown,error
http://japanet.pl/loginPhone.php,0,unknown,error
https://mysp.ac/4JaYd,0,unknown,error
https://www.vbnorqpline.com/iz/ansquns/gamesdsv/authsuppgwwssdePasyusword/verifiesdyt/OWktRy4lluO6ssxt/,0,unknown,error
https://www.vi1dealer.com/media/alfacgiapi/jokowi.php?id=fbc9284f6e62cb0190091cd1175f616a,0,unknown,error
http://antapaint.vn/sites/default/files/field/image/nrd/dk/index1.htm,0,unknown,error
http://antapaint.vn/sites/default/files/field/image/nrd/dk/index1.htm?cmd=login_submit&id=0de7ca80d0e600c8b7abd0ecb6397b9d0de7ca80d0e600c8b7abd0ecb6397b9d&session=0de7ca80d0e600c8b7abd0ecb6397b9d0de7ca80d0e600c8b7abd0ecb6397b9d,0,unknown,error
http://www.rakuten-cards-service.info/,0,unknown,error
http://verify-waitting-redirect.com/,0,unknown,error
http://ocnwebmaillogin.robertbailey.win/ocn/webmail/,0,unknown,error
http://www.yahoo-maintain.com/,0,unknown,error
http://yahoo-maintain.com/,0,unknown,error
https://ebizzasia.com/pikara.ne.jp/,404,unknown,http_404
https://magalu-mega-promo-smart4k.cf/magalu/,0,unknown,error
https://magalu-mega-promo-smart4k.cf/magalu/cadastro.php,0,unknown,error
https://ms22016.com/jp,0,unknown,error
https://appleid.apple.com-services.cancellation-orderupdate.com/?cancel,0,unknown,error
https://t.co/wviF5UyRnU,0,unknown,error
https://applehelp-bacotajg.apakataduniacinta.com/?ngeueajg,0,unknown,error
http://pikara.ne.jp.lopezinc.com/Pikara/,404,unknown,http_404
https://mysp.ac/4K0xL,404,unknown,http_404
http://verify-support-amazon.com/,0,unknown,error
http://go2l.ink/1vxM,404,unknown,http_404
http://theoklisxz.jp/NoticeAalert-websect/NoticeAalert-websect/Eonet-index.htm,0,unknown,error
http://198.154.248.2/secure.php,0,unknown,error
http://www.yahoo-review.com/,0,unknown,error
http://yahoo-review.com/,0,unknown,error
http://alarmelektronikbg.com/783201/88324/index.html,500,unknown,http_500
http://theoklisxz.jp/NoticeAalert-websect/NoticeAalert-websect/eoweb.htm,0,unknown,error
https://u.nu/e-za,404,unknown,http_404
http://u.to/6duPFA,404,unknown,http_404
https://u.to/hzORFA,404,unknown,http_404
http://casascth.com/wp-content/plugins/es/BBVA/,404,unknown,http_404
http://secure-support-page.net/login.php,0,unknown,error
http://secure-support-page.net/update_scure.htm,0,unknown,error
http://directory.topupslinks.top/945077m8977q68989x/cibc/index.php/,0,unknown,error
http://directory.topupslinks.top/945077m8977q68989x/cibc/?bs,0,unknown,error
http://directory.topupslinks.top/945077m8977q68989x/cibc/index.php,0,unknown,error
https://homecheer.net/10923/9223554/index.html,404,unknown,http_404
http://wildcard.topupslinks.top/945077m8977q68989x/cibc/index.php,0,unknown,error
http://wildcard.topupslinks.top/945077m8977q68989x/cibc/,0,unknown,error
https://payments.kuronekayamato.jp/webcollect/,0,unknown,error
http://gw74.hentaiwonderland.com,0,unknown,error
http://www.amazeon.net/,0,unknown,error
https://etma.nccu.edu.tw/components/com_contenthistory/rewarded/Disc0/,404,unknown,http_404
https://ifo2accounts-managidconfirming.specialistrelay.com/?HoA1sDny8Ad7,0,unknown,error
http://inc10.capplejp.info/27n4c82,0,unknown,error
http://www.rulist.com/click.php?g=14&comp=136972&https://t.co/wviF5UyRnU,0,unknown,error
https://appleid.apple.com-supported-information-account.info/Japanese/,0,unknown,error
http://x.co/6nece,404,unknown,http_404
https://flow-serv-serv-id-app.com/_,0,unknown,error
https://appleid.apple.com.page-verifications.sup-69.info/,0,unknown,error
https://appleid.apple.com.page-verifications.sup-69.info/login?uid=,0,unknown,error
https://steinohrtsc.com/8pt8g?sign_in=,0,unknown,error
https://appie.id-inf.com/jp/?sign_in=,0,unknown,error
https://www.frontown.com/www.paypal.com/websc-login.php,404,unknown,http_404
http://wedoc01.xyz/same/signtnc/tnc/TNC_webmail.html,0,unknown,error
http://chiimaz.jp/AalertNotice-Online/AalertNotice-Online/Netcologne-Mail.htm,0,unknown,error
http://www.ssat.com.ar/survey.html,0,unknown,error
https://woodlandshallmont.sharefile.com/d-s9bd78f538054689a,200,challenge,challenge_page
http://vos-fonds.com/directing/www.security.hsbc.co.uk/gsa.html,0,unknown,error
http://cosasdecruces.com/wp-load-op.php,0,unknown,error
http://quickbookstechsupport.com/api/login.html,0,unknown,error
https://www.frontown.com/www.paypal.com/websc-limited.php,404,unknown,http_404
http://reset-waitting-redirect.com/,0,unknown,error
https://german-proofreader.co.uk/wp-includes/certificates/pikara-webmail/,404,unknown,http_404
https://www.frontown.com/www.paypal.com/websc-billing.php,404,unknown,http_404
http://gdr03-protection-support-appleid-apple.com/rmd_nid_vcss,0,unknown,error
http://www.japanet.cc/,0,unknown,error
http://www.japanet.cc/login.php,0,unknown,error
http://www.japanet.cc/loginPhone.php,0,unknown,error
http://www.smbc.co.at/,0,unknown,error
http://www.smbc.co.at/phone.php,0,unknown,error
http://sagawa-ema.com/pp.html,0,unknown,error
http://nttdocomo-navi.com/,0,unknown,error
http://gyu.loops.jp/mdiary/desjardins.com.html,404,unknown,http_404
http://121.140.118.88/,0,unknown,error
http://121.140.118.88/l/code.html,0,unknown,error
http://go2l.ink/1w9L,404,unknown,http_404
https://support.appleid.apple.com.auth-customerid.dynv6.net/?jp,0,unknown,error
https://unauthvx-mailreport.servehttp.com/Auths,0,unknown,error
https://redirect.japansrvc8523789127.business/,0,unknown,error
https://bhifs.com/desjardins.securite/default.php,404,unknown,http_404
http://x.co/6nexc,404,unknown,http_404
https://appsleid.a7011.avoid-reminder.com/_,0,unknown,error
https://tanzeelsiraj.com/jcss/upload/file/read/act/floo/group/mod/,0,unknown,error
https://www2.amazon.co.jp.4a5fae9d4bb89c5dcab5c0a603ed3b3c.online/,0,unknown,error
https://www2.amazon.co.jp.8f786a17aadb7d396961571cf089c3d9.online/,0,unknown,error
https://hnmmmuuy.uk/eonet.html,0,unknown,error
https://mobilecuenta-app.serveirc.com/?lagost,0,unknown,error
https://choicebuilder.com.sg/1084788344/2084882983/index.html,0,unknown,error
https://x.co/hdfu7tfg7r?804396716=,404,unknown,http_404
https://mysp.ac/4K5eL,0,unknown,error
https://appleinfo-janckwe.sayang-cek-dah.com/?ngeueajg,0,unknown,error
https://shrager.net/10067212/00213/index.html,404,unknown,http_404
https://my.su/bt4q7,0,unknown,error
https://buapakmuhitamdikit2merah2.nextpauperescommilitoneschristitempliquesolomonici.com/?rflah,0,unknown,error
https://x.co/6ndtY,404,unknown,http_404
https://linksplit.io/29NnzuJ,404,unknown,http_404
https://t.co/418I2mjlTU,404,unknown,http_404
https://acs-substonic-account.com/?%E0%B8%81%E0%B8%A3%E0%B8%B0%E0%B9%80%E0%B8%88%E0%B8%B5%E0%B9%8A%E0%B8%A2%E0%B8%A7,0,unknown,error
http://mydocomo-navi.com/,0,unknown,error
https://u.nu/gy1s,0,unknown,error
https://www.mybeautystore.gr/s/,0,unknown,error
https://www.mybeautystore.gr/s/3cf004365c6276b8c32d4d5b51f1905c/ac5a0733ce5ffb88dd24b53dd0dea659NTU3YjE1ODllODhkZTNhZjk5ZGYzMGNkMjBmYTIxMTk=/,0,unknown,error
